24,1
30,1
4,3
43,3
19,3
22,1
25,1
39,1
40,3
36,3
13,3
34,1
37,3
9,1
6,1
11,3
42,3
0,1
20,3
41,3
2,1
27,3
16,1
21,1
26,3
1,3
32,3
46,1
15,3
12,3
17,1
31,1
3,3
47,1
8,1
35,1
38,3
10,3
33,1
14,3
44,3
18,1
29,1
5,3
45,3
7,1
28,1
23,1
45,1
25,3
15,1
11,1
30,3
9,3
13,1
46,3
23,3
32,1
44,1
0,3
6,3
34,3
37,1
4,1
27,1
22,3
40,1
47,3
17,3
12,1
36,1
7,3
33,3
29,3
1,1
35,3
31,3
3,1
14,1
26,1
38,1
10,1
5,1
28,3
39,3
8,3
41,1
20,1
24,3
2,3
42,1
21,3
18,3
43,1
16,3
19,1
24,1
30,1
4,3
43,3
19,3
22,1
25,1
39,1
40,3
36,3
13,3
34,1
37,3
9,1
6,1
11,3
42,3
0,1
20,3
41,3
2,1
27,3
16,1
21,1
26,3
1,3
32,3
46,1
15,3
12,3
17,1
31,1
3,3
47,1
8,1
35,1
38,3
10,3
33,1
14,3
44,3
18,1
29,1
5,3
45,3
7,1
28,1
23,1
45,1
25,3
15,1
11,1
30,3
9,3
13,1
46,3
23,3
32,1
44,1
0,3
6,3
34,3
37,1
4,1
27,1
22,3
40,1
47,3
17,3
12,1
36,1
7,3
33,3
29,3
1,1
35,3
31,3
3,1
14,1
26,1
38,1
10,1
5,1
28,3
39,3
8,3
41,1
20,1
24,3
2,3
42,1
21,3
18,3
43,1
16,3
19,1
24,1
30,1
4,3
43,3
19,3
22,1
25,1
39,1
40,3
36,3
13,3
34,1
37,3
9,1
6,1
11,3
42,3
0,1
20,3
41,3
2,1
27,3
16,1
21,1
26,3
1,3
32,3
46,1
15,3
12,3
17,1
31,1
3,3
47,1
8,1
35,1
38,3
10,3
33,1
14,3
44,3
18,1
29,1
5,3
45,3
7,1
28,1
23,1
45,1
25,3
15,1
11,1
30,3
9,3
13,1
46,3
23,3
32,1
44,1
0,3
6,3
34,3
37,1
4,1
27,1
22,3
40,1
47,3
17,3
12,1
36,1
7,3
33,3
29,3
1,1
35,3
31,3
3,1
14,1
26,1
38,1
10,1
5,1
28,3
39,3
8,3
41,1
20,1
24,3
2,3
42,1
21,3
18,3
43,1
16,3
19,1
24,1
30,1
4,3
43,3
19,3
22,1
25,1
39,1
40,3
36,3
13,3
34,1
37,3
9,1
6,1
11,3
42,3
0,1
20,3
41,3
2,1
27,3
16,1
21,1
26,3
1,3
32,3
46,1
15,3
12,3
17,1
31,1
3,3
47,1
8,1
35,1
38,3
10,3
33,1
14,3
44,3
18,1
29,1
5,3
45,3
7,1
28,1
23,1
45,1
25,3
15,1
11,1
30,3
9,3
13,1
46,3
23,3
32,1
44,1
0,3
6,3
34,3
37,1
4,1
27,1
22,3
40,1
47,3
17,3
12,1
36,1
7,3
33,3
29,3
1,1
35,3
31,3
3,1
14,1
26,1
38,1
10,1
5,1
28,3
39,3
8,3
41,1
20,1
24,3
2,3
42,1
21,3
18,3
43,1
16,3
19,1
24,1
30,1
4,3
43,3
19,3
22,1
25,1
39,1
40,3
36,3
13,3
34,1
37,3
9,1
6,1
11,3
42,3
0,1
20,3
41,3
2,1
27,3
16,1
21,1
26,3
1,3
32,3
46,1
15,3
12,3
17,1
31,1
3,3
47,1
8,1
35,1
38,3
10,3
33,1
14,3
44,3
18,1
29,1
5,3
45,3
7,1
28,1
23,1
45,1
25,3
15,1
11,1
30,3
9,3
13,1
46,3
23,3
32,1
44,1
0,3
6,3
34,3
37,1
4,1
27,1
22,3
40,1
47,3
17,3
12,1
36,1
7,3
33,3
29,3
1,1
35,3
31,3
3,1
14,1
26,1
38,1
10,1
5,1
28,3
39,3
8,3
41,1
20,1
24,3
2,3
42,1
21,3
18,3
43,1
16,3
19,1
24,1
30,1
4,3
43,3
19,3
22,1
25,1
39,1
40,3
36,3
13,3
34,1
37,3
9,1
6,1
11,3
42,3
0,1
20,3
41,3
2,1
27,3
16,1
21,1
26,3
1,3
32,3
46,1
15,3
12,3
17,1
31,1
3,3
47,1
8,1
35,1
38,3
10,3
33,1
14,3
44,3
18,1
29,1
5,3
45,3
7,1
28,1
23,1
45,1
25,3
15,1
11,1
30,3
9,3
13,1
46,3
23,3
32,1
44,1
0,3
6,3
34,3
37,1
4,1
27,1
22,3
40,1
47,3
17,3
12,1
36,1
7,3
33,3
29,3
1,1
35,3
31,3
3,1
14,1
26,1
38,1
10,1
5,1
28,3
39,3
8,3
41,1
20,1
24,3
2,3
42,1
21,3
18,3
43,1
16,3
19,1
24,1
30,1
4,3
43,3
19,3
22,1
25,1
39,1
40,3
36,3
13,3
34,1
37,3
9,1
6,1
11,3
42,3
0,1
20,3
41,3
2,1
27,3
16,1
21,1
26,3
1,3
32,3
46,1
15,3
12,3
17,1
31,1
3,3
47,1
8,1
35,1
38,3
10,3
33,1
14,3
44,3
18,1
29,1
5,3
45,3
7,1
28,1
23,1
45,1
25,3
15,1
11,1
30,3
9,3
13,1
46,3
23,3
32,1
44,1
0,3
6,3
34,3
37,1
4,1
27,1
22,3
40,1
47,3
17,3
12,1
36,1
7,3
33,3
29,3
1,1
35,3
31,3
3,1
14,1
26,1
38,1
10,1
5,1
28,3
39,3
8,3
41,1
20,1
24,3
2,3
42,1
21,3
18,3
43,1
16,3
19,1
24,1
30,1
4,3
43,3
19,3
22,1
25,1
39,1
40,3
36,3
13,3
34,1
37,3
9,1
6,1
11,3
42,3
0,1
20,3
41,3
2,1
27,3
16,1
21,1
26,3
1,3
32,3
46,1
15,3
12,3
17,1
31,1
3,3
47,1
8,1
35,1
38,3
10,3
33,1
14,3
44,3
18,1
29,1
5,3
45,3
7,1
28,1
23,1
45,1
25,3
15,1
11,1
30,3
9,3
13,1
46,3
23,3
32,1
44,1
0,3
6,3
34,3
37,1
4,1
27,1
22,3
40,1
47,3
17,3
12,1
36,1
7,3
33,3
29,3
1,1
35,3
31,3
3,1
14,1
26,1
38,1
10,1
5,1
28,3
39,3
8,3
41,1
20,1
24,3
2,3
42,1
21,3
18,3
43,1
16,3
19,1
24,1
30,1
4,3
43,3
19,3
22,1
25,1
39,1
40,3
36,3
13,3
34,1
37,3
9,1
6,1
11,3
42,3
0,1
20,3
41,3
2,1
27,3
16,1
21,1
26,3
1,3
32,3
46,1
15,3
12,3
17,1
31,1
3,3
47,1
8,1
35,1
38,3
10,3
33,1
14,3
44,3
18,1
29,1
5,3
45,3
7,1
28,1
23,1
45,1
25,3
15,1
11,1
30,3
9,3
13,1
46,3
23,3
32,1
44,1
0,3
6,3
34,3
37,1
4,1
27,1
22,3
40,1
47,3
17,3
12,1
36,1
7,3
33,3
29,3
1,1
35,3
31,3
3,1
14,1
26,1
38,1
10,1
5,1
28,3
39,3
8,3
41,1
20,1
24,3
2,3
42,1
21,3
18,3
43,1
16,3
19,1
24,1
30,1
4,3
43,3
19,3
22,1
25,1
39,1
40,3
36,3
13,3
34,1
37,3
9,1
6,1
11,3
42,3
0,1
20,3
41,3
2,1
27,3
16,1
21,1
26,3
1,3
32,3
46,1
15,3
12,3
17,1
31,1
3,3
47,1
8,1
35,1
38,3
10,3
33,1
14,3
44,3
18,1
29,1
5,3
45,3
7,1
28,1
23,1
45,1
25,3
15,1
11,1
30,3
9,3
13,1
46,3
23,3
32,1
44,1
0,3
6,3
34,3
37,1
4,1
27,1
22,3
40,1
47,3
17,3
12,1
36,1
7,3
33,3
29,3
1,1
35,3
31,3
3,1
14,1
26,1
38,1
10,1
5,1
28,3
39,3
8,3
41,1
20,1
24,3
2,3
42,1
21,3
18,3
43,1
16,3
19,1
